User-ID;ISBN;Book-Rating
277427;408;10
277427;1435;7
277427;1438;0
277427;1439;0
277427;1441;0
277427;1444;9
277427;1454;0
277427;1256;0
277427;1462;0
277427;1464;0
277427;1471;0
277427;1482;0
277427;1483;0
277427;1485;0
277427;1486;0
277427;1487;0
277427;1488;0
277427;1489;0
277427;421;0
277427;1490;8
277427;1491;0
277427;1496;0
277427;1499;0
277427;1501;0
277427;1503;0
277427;1506;0
277427;1507;0
277427;1508;0
277427;1510;0
277427;1511;10
277427;1513;0
277427;1519;0
277427;1521;0
277427;1525;0
277427;1527;0
277427;1189;0
277427;1190;8
277427;1532;0
277427;1534;0
277427;1544;9
277427;1545;0
277427;1546;0
277427;1547;9
277427;1548;0
277427;1549;9
277427;424;8
277427;1561;0
277427;1566;9
277427;1572;0
277427;1573;0
277427;10;0
277427;1574;8
277427;1575;0
277427;1576;0
277427;1577;0
277427;1578;9
277427;1580;0
277427;1307;0
277427;1581;0
277427;1583;0
277427;1586;0
277427;958;0
277427;1590;0
277427;1591;0
277427;1592;0
277427;1594;0
277427;1595;0
277427;1596;0
277427;1597;0
277427;1598;5
277427;1599;0
277427;1602;0
277427;1605;0
277427;1606;0
277427;1607;0
277427;1608;7
277427;960;0
277427;1610;8
277427;1611;0
277427;1612;9
277427;874;0
277427;1617;0
277427;1618;10
277427;1621;9
277427;1623;10
277427;1624;0
277427;1625;0
277427;1105;0
277427;1626;0
277427;1628;10
277427;793;0
277427;1632;0
277427;1633;0
277427;1639;0
277427;1641;0
277427;1642;0
277427;1645;8
277427;1646;0
277427;1647;10
277427;1651;6
277427;1655;0
277427;1656;0
277427;1658;0
277427;1659;0
277427;1115;0
277427;1670;0
277427;1671;0
277427;1672;0
277427;1673;0
277427;1674;9
277427;1680;10
277427;1681;0
277427;1119;0
277427;1684;9
277427;1305;9
277427;1690;0
277427;875;0
277427;1691;0
277427;796;0
277427;1698;0
277427;1699;0
277427;1700;0
277427;1715;0
277427;1725;0
277427;1727;9
277427;1729;5
277427;1730;0
277427;1385;0
277427;1749;9
277427;1753;8
277427;1767;0
277427;1768;0
277427;1769;0
277427;1816;0
277427;1831;0
277427;1833;0
277427;452;0
277427;1863;0
277427;1864;0
277639;2315;0
277639;2358;8
277639;2395;0
277639;791;6
277639;2426;0
277639;2428;0
277639;2429;7
277639;2430;8
277639;1930;5
277639;2021;0
277639;2440;0
277639;2442;8
277639;2443;0
277639;2444;0
277639;2445;9
277639;2446;0
277639;2447;0
277639;2448;0
277639;1932;0
277639;2455;0
277639;793;0
277639;1933;0
277639;237;0
277639;2477;0
277639;2479;8
277639;2480;0
277639;2491;0
277639;2505;0
277639;2508;8
277639;2072;7
277639;1690;0
277639;875;0
277639;2527;0
277639;2542;0
277639;2543;0
277639;2572;8
278418;4040;0
278418;4041;0
278418;2300;0
278418;4059;0
278418;4128;0
278418;3877;0
278418;4137;0
278418;4142;0
278418;2214;0
278418;4144;0
278418;4165;0
278418;4195;0
278418;3323;0
278418;3772;0
278418;4206;0
278418;4641;0
278418;4642;0
278418;2986;0
278418;4685;0
278418;4686;0
278418;4698;0
278418;1503;0
278418;4708;0
278418;3049;0
278418;4713;0
278418;4714;0
278418;4715;0
278418;4717;0
278418;4719;0
278418;2315;0
278418;988;0
278418;4721;0
278418;3481;0
278418;3601;0
278418;2395;0
278418;5484;0
278418;3324;0
278418;5502;0
278418;5503;0
278418;2887;0
278418;5517;0
278418;2318;0
278418;1189;0
278418;1190;0
278418;5547;0
278418;5552;0
278418;5554;0
278418;5574;0
278418;5600;0
278418;5613;0
278418;5620;0
278418;5621;0
278418;2888;0
278418;8;0
278418;1921;0
278418;5644;8
278418;1574;0
278418;5799;0
278418;5801;0
278418;5802;0
278418;5807;5
278418;5808;0
278418;5809;0
278418;5810;5
278418;5811;0
278418;5812;0
278418;5815;0
278418;5816;0
278418;5817;0
278418;5818;0
278418;5819;0
278418;5824;0
278418;5828;0
278418;5830;0
278418;5831;0
278418;980;7
278418;5835;0
278418;5836;7
278418;5947;0
278418;1594;0
278418;5953;0
278418;5969;0
278418;5970;0
278418;1595;0
278418;1596;0
278418;1597;0
278418;1598;0
278418;1599;0
278418;3115;0
278418;5991;7
278418;5995;0
278418;2442;0
278418;2445;0
278418;6000;0
278418;6001;0
278418;1606;0
278418;683;0
278418;2447;0
278418;6006;0
278418;3629;0
278418;6007;0
278418;6008;0
278418;6009;0
278418;3395;0
278418;6010;0
278418;960;0
278418;2857;0
278418;3396;0
278418;1104;0
278418;6015;0
278418;1242;0
278418;3192;0
278418;3399;0
278418;641;0
278418;6111;0
278418;6112;0
278418;6120;0
278418;172;0
278418;6123;0
278418;6125;0
278418;3148;0
278418;2;0
278418;6139;0
278418;6146;0
278418;6152;0
278418;6154;0
278418;6156;0
278418;3325;0
278418;1372;0
278418;6160;0
278418;2844;0
278418;6163;0
278418;6210;0
278418;237;0
278418;6211;0
278418;6237;0
278418;3890;0
278418;6248;0
278418;6249;0
278418;6250;0
278418;6251;0
278418;3036;0
278418;6255;0
278418;6258;0
278418;6259;0
278418;1642;0
278418;6266;0
278418;6268;0
278418;6269;0
278418;6271;0
278418;6274;0
278418;6280;0
278418;2674;0
278418;6335;0
278418;6339;0
278418;6346;0
278418;6348;0
278418;6350;0
278418;6351;0
278418;6353;0
278418;6355;0
278418;3228;8
278418;6359;8
278418;6360;0
278418;6441;0
278418;6467;0
278418;2761;0
278418;2736;0
278418;6470;0
278418;1115;0
278418;2738;0
278418;1671;0
278418;6495;0
278418;6496;0
278418;6499;0
278418;6506;0
278418;6544;0
278418;13;0
278418;6559;0
278418;6560;0
278418;2806;0
278418;6564;0
278418;6566;0
278418;6567;0
278418;2072;0
278418;6572;0
278418;6573;0
278418;6575;0
278418;6576;0
278418;519;0
278418;6850;0
278418;7072;0
278418;7077;0
278418;2323;0
278418;7082;0
278418;7095;0
278418;7106;0
278418;890;0
278418;7120;0
278418;7135;0
278418;7142;0
278418;7143;0
278418;19;0
278418;7167;0
278418;7175;0
278418;7187;0
278418;7198;0
278418;7230;0
278418;7238;0
278418;7254;0
278418;7257;0
278418;7258;0
278418;7261;0
278418;7264;0
278418;2197;0
278418;7296;0
278418;7299;0
278418;800;0
278418;3835;0
278418;144;0
278418;3937;0
278418;2104;0
278418;7613;0
278418;7670;0
278418;7835;0
278418;7952;0
278418;8083;0
278418;8131;0
278633;1075;10
278633;3323;7
278633;8680;2
278633;3561;7
278633;1485;8
278633;421;9
278633;8684;7
278633;3581;0
278633;8685;0
278633;3324;0
278633;8686;7
278633;8687;0
278633;1368;0
278633;170;0
278633;8570;0
278633;8660;0
278633;2857;9
278633;8694;9
278633;8695;0
278633;2844;0
278633;8448;8
278633;2046;6
278633;8696;5
278633;8700;0
278633;8703;10
278633;8706;0
278633;8707;0
278633;6495;8
278633;8710;5
278633;8712;8
278633;3427;0
278633;2208;0
278633;1132;0
278633;8715;10
278633;3804;8
278633;3132;0
243;2766;10
243;3809;7
243;9320;0
243;1485;0
243;1270;9
243;9323;0
243;421;0
243;9324;0
243;1490;9
243;8684;7
243;1496;0
243;3048;0
243;9325;0
243;9036;0
243;9329;0
243;2897;10
243;9330;0
243;3340;0
243;2652;0
243;1534;0
243;3780;0
243;2188;0
243;9334;0
243;2267;0
243;9335;7
243;8570;0
243;9336;0
243;1101;0
243;9338;9
243;1608;0
243;960;0
243;2857;0
243;2031;0
243;1242;7
243;9341;0
243;9343;0
243;6125;9
243;9345;0
243;792;0
243;1107;6
243;8695;0
243;1933;0
243;11;6
243;9346;0
243;6251;0
243;1271;0
243;1935;0
243;3228;0
243;9349;0
243;8811;8
243;9351;0
243;9352;0
243;9353;0
243;9354;0
243;3536;0
243;8879;5
254;1439;0
254;9378;0
254;4165;7
254;8680;0
254;9388;0
254;1462;0
254;1464;9
254;9401;0
254;1488;0
254;2648;0
254;1490;0
254;8632;0
254;4715;0
254;8932;0
254;9432;0
254;3340;0
254;2831;0
254;5574;10
254;9481;9
254;9484;0
254;9489;0
254;3916;9
254;1566;0
254;9336;0
254;5811;0
254;529;9
254;1590;9
254;9495;9
254;1591;9
254;9496;9
254;84;0
254;8904;0
254;9499;0
254;2755;0
254;9501;0
254;9503;0
254;9504;0
254;6112;0
254;9507;0
254;9508;0
254;9510;0
254;3086;0
254;3325;0
254;1373;0
254;34;8
254;3548;9
254;9523;8
254;2591;0
254;1271;0
254;9526;0
254;9528;0
254;2997;0
254;3949;0
254;8706;0
254;9530;0
