User-ID;ISBN;Book-Rating
276925;409;0
276925;410;0
276925;421;0
276925;422;0
276925;424;8
276925;431;0
276925;439;0
276925;443;0
276925;448;0
276925;452;0
276964;675;10
276964;676;10
276964;677;0
276964;680;9
276964;681;0
276964;685;0
276964;686;0
276964;687;6
276964;28;8
276964;690;0
276964;692;10
276964;696;8
276964;698;10
277157;899;5
277157;900;0
277157;901;5
277157;902;0
277157;903;0
277157;791;0
277157;915;7
277157;922;0
277157;923;6
277157;925;0
277157;927;0
277157;933;0
277157;935;0
277157;938;0
277157;940;0
277157;941;7
277157;942;6
277157;947;7
277157;949;7
277157;452;0
277195;1069;10
277195;1070;0
277195;421;0
277195;1084;0
277195;86;10
277195;1087;0
277195;1090;0
277195;1095;0
277195;1096;0
277195;1098;0
277195;1103;0
277195;1104;0
277195;1105;0
277195;1106;0
277195;1107;0
277195;1108;0
277195;1110;0
277195;1113;0
277195;1115;0
277195;1116;0
277195;1117;10
277195;1119;0
277195;1121;10
277195;1123;10
277195;1129;0
277195;1131;0
277195;1046;0
277195;1132;0
277195;1135;0
277195;1005;0
277195;1142;0
277195;1151;0
277195;1154;10
277378;1365;7
277378;791;0
277378;1372;4
277378;1373;0
277378;1379;7
277378;1380;0
277378;1383;0
277378;1385;0
277378;1386;0
277378;1389;0
277378;1396;0
277378;1006;5
277378;1397;4
277378;1398;5
277378;452;0
277427;408;10
277427;1430;0
277427;1435;7
277427;1439;0
277427;1440;0
277427;1441;0
277427;1444;9
277427;1445;0
277427;1446;0
277427;1449;0
277427;1450;0
277427;1452;0
277427;1454;0
277427;1256;0
277427;1462;0
277427;1466;10
277427;1471;0
277427;1482;0
277427;1483;0
277427;1484;0
277427;1486;0
277427;1487;0
277427;1488;0
277427;1489;0
277427;421;0
277427;1490;8
277427;1491;0
277427;1494;0
277427;1496;0
277427;1499;0
277427;1500;0
277427;1501;0
277427;1502;0
277427;1503;0
277427;1506;0
277427;1507;0
277427;1508;0
277427;1509;0
277427;1510;0
277427;1513;0
277427;1519;0
277427;1521;0
277427;1525;0
277427;1527;0
277427;1528;9
277427;1189;0
277427;1190;8
277427;1532;0
277427;1534;0
277427;1536;9
277427;1538;0
277427;1544;9
277427;1545;0
277427;1546;0
277427;1547;9
277427;1549;9
277427;424;8
277427;1551;8
277427;1553;0
277427;1561;0
277427;1564;7
277427;1566;9
277427;680;0
277427;1571;9
277427;1572;0
277427;10;0
277427;1574;8
277427;1575;0
277427;1576;0
277427;1577;0
277427;1578;9
277427;1579;0
277427;1580;0
277427;1581;0
277427;1582;0
277427;1583;0
277427;1584;0
277427;1585;0
277427;1586;0
277427;958;0
277427;1589;7
277427;1591;0
277427;1592;0
277427;1594;0
277427;1595;0
277427;1596;0
277427;1597;0
277427;1598;5
277427;1599;0
277427;1602;0
277427;1603;0
277427;1605;0
277427;1606;0
277427;1609;0
277427;960;0
277427;1610;8
277427;1611;0
277427;874;0
277427;1613;0
277427;1614;8
277427;1621;9
277427;1623;10
277427;1624;0
277427;1626;0
277427;1627;0
277427;1628;10
277427;1631;0
277427;1633;0
277427;1641;0
277427;1642;0
277427;1646;0
277427;1647;10
277427;1649;0
277427;1650;0
277427;1654;0
277427;1655;0
277427;1656;0
277427;1657;0
277427;1658;0
277427;1665;8
277427;1666;0
277427;1115;0
277427;1670;0
277427;1671;0
277427;1672;0
277427;1675;0
277427;1676;0
277427;1680;10
277427;1681;0
277427;1683;10
277427;1684;9
277427;1685;0
277427;1688;0
277427;1689;0
277427;1305;9
277427;1690;0
277427;875;0
277427;1691;0
277427;796;0
277427;1698;0
277427;1699;0
277427;1700;0
277427;1702;0
277427;1705;0
277427;1706;8
277427;1709;0
277427;1713;0
277427;1714;8
277427;1715;0
277427;1717;0
277427;1722;0
277427;1726;0
277427;1728;0
277427;1729;5
277427;1730;0
277427;1734;0
277427;1385;0
277427;1738;0
277427;1747;9
277427;1748;8
277427;1749;9
277427;1751;0
277427;1753;8
277427;1754;0
277427;1759;10
277427;1767;0
277427;1769;0
277427;1773;0
277427;1142;0
277427;1776;10
277427;1783;0
277427;1785;0
277427;1786;10
277427;1790;10
277427;1791;0
277427;1792;10
277427;1793;0
277427;1794;0
277427;1795;10
277427;279;0
277427;1796;10
277427;1797;8
277427;1798;0
277427;1799;10
277427;1800;0
277427;1805;7
277427;1827;10
277427;1833;0
277427;1840;10
277427;452;0
277427;1864;0
277427;1865;10
277427;1866;0
277427;1867;0
277427;1877;10
277466;1925;0
277466;1926;0
277466;1927;7
277466;1930;0
277466;1931;0
277466;1932;7
277466;938;0
277466;1935;0
277466;1672;0
277466;1937;8
277466;797;0
277466;1939;0
277478;1951;0
277478;1953;0
277478;1962;0
277478;1966;7
277478;1976;7
277478;1981;0
277478;1982;0
277478;1984;0
277478;1986;0
277478;1991;0
277478;1992;0
277478;2017;0
277478;680;0
277478;2019;0
277478;2020;0
277478;2021;0
277478;2022;0
277478;2023;0
277478;865;0
277478;2028;0
277478;1604;7
277478;960;0
277478;2031;0
277478;2037;0
277478;2038;0
277478;2039;0
277478;2044;0
277478;2053;0
277478;2057;0
277478;2068;0
277478;2069;0
277478;2071;0
277478;2072;0
277478;2073;0
277478;797;0
277478;2082;0
277478;2100;0
277478;2104;0
277478;2108;0
277478;2120;8
277523;2181;10
277523;2182;10
277523;2183;10
277523;2184;10
277523;2185;10
277523;2189;10
277523;2190;10
277523;388;10
277523;2192;10
277523;386;10
277523;1659;10
277523;2196;10
277523;2197;10
277523;2198;10
277523;1181;10
277523;2202;10
277639;2338;0
277639;2346;0
277639;2348;0
277639;2395;0
277639;791;6
277639;2407;0
277639;2408;0
277639;2415;0
277639;2426;0
277639;2428;0
277639;2429;7
277639;2430;8
277639;1930;5
277639;2021;0
277639;2440;0
277639;2441;0
277639;2443;0
277639;2444;0
277639;2445;9
277639;2446;0
277639;2447;0
277639;1932;0
277639;2453;0
277639;793;0
277639;2465;0
277639;237;0
277639;2476;0
277639;2477;0
277639;2479;8
277639;2480;0
277639;2484;0
277639;2488;0
277639;2490;0
277639;2508;8
277639;2072;7
277639;1690;0
277639;875;0
277639;2527;0
277639;2530;0
277639;2535;0
277639;2536;0
277639;2537;0
277639;2542;0
277639;2543;0
277639;2572;8
277928;1313;0
277928;2893;0
277928;789;0
277928;2897;0
277928;2902;0
277928;2903;0
277928;2905;0
277928;2908;0
277928;2909;0
277928;1379;0
277928;2918;0
277928;1727;0
277928;1729;0
277928;2919;10
